epoch,loss_disc,loss_gen,step
0,0.7827644348144531,100.94967651367188,49
0,0.20416246354579926,95.70646667480469,99
0,0.18990688025951385,74.21339416503906,149
0,0.26727741956710815,82.18214416503906,199
0,0.3142370581626892,69.09955596923828,249
0,0.3194510042667389,68.79914093017578,299
0,0.2001195251941681,62.63935852050781,349
0,0.382684588432312,54.13343048095703,399
0,0.18209631741046906,53.10848617553711,449
0,0.25918641686439514,49.448001861572266,499
0,0.28893354535102844,54.26079177856445,549
0,0.2801850438117981,49.60251235961914,599
0,0.2520177364349365,57.51112365722656,649
0,0.22617954015731812,45.557769775390625,699
0,0.1882210522890091,46.91231155395508,749
0,0.3342847526073456,31.42319107055664,799
0,0.32772907614707947,74.84111022949219,849
0,0.2757720947265625,42.3255500793457,899
0,0.34900224208831787,22.677507400512695,949
0,0.19864779710769653,36.50259017944336,999
0,0.19491100311279297,42.26253128051758,1049
0,0.18117763102054596,32.10212707519531,1099
0,0.30383428931236267,34.19051742553711,1149
0,0.3110711872577667,28.416324615478516,1199
0,0.1964341551065445,33.83594512939453,1249
