epoch,step,train_loss,valid_loss
1,3549,6.517309188842773,
1,3599,6.677667140960693,
1,3649,6.460892200469971,
1,3699,6.620253086090088,
1,3749,6.659753799438477,
1,3799,6.59236478805542,
1,3849,7.776181221008301,
1,3899,6.989331245422363,
1,3949,6.843241214752197,
1,3999,6.730113506317139,
1,4049,6.6996612548828125,
1,4099,6.60762882232666,
1,4149,6.737569332122803,
1,4199,6.61800479888916,
1,4249,6.713998317718506,
1,4299,6.655470371246338,
1,4349,6.663570404052734,
1,4399,6.653146266937256,
1,4449,6.678946495056152,
1,4499,6.60159969329834,
1,4549,6.713803291320801,
1,4599,6.676156044006348,
1,4649,6.6005706787109375,
1,4699,6.659783363342285,
1,4749,6.610495567321777,
1,4799,6.61236047744751,
1,4849,6.684334754943848,
1,4899,6.601386070251465,
1,4949,6.572640895843506,
1,4999,6.493311405181885,
1,5049,6.55171537399292,
1,5099,6.452513694763184,
1,5149,6.471973896026611,
1,5199,6.434634685516357,
1,5249,6.5180792808532715,
1,5299,6.586879253387451,
1,5349,6.5498552322387695,
1,5399,6.401488304138184,
1,5449,6.6682353019714355,
1,5499,6.39110803604126,
1,5549,6.480720520019531,
1,5599,6.527254104614258,
1,5649,6.62185001373291,
1,5699,6.4958038330078125,
1,5749,6.572821617126465,
1,5799,6.554844856262207,
1,5821,,6.505953788757324
2,5849,6.593120574951172,
2,5899,6.367353916168213,
2,5949,6.48772668838501,
2,5999,6.448558330535889,
2,6049,6.455748558044434,
2,6099,6.45664119720459,
2,6149,6.478108882904053,
2,6199,6.512223243713379,
2,6249,6.466353416442871,
2,6299,6.516655921936035,
2,6349,6.306697845458984,
2,6399,6.499578952789307,
2,6449,6.543690204620361,
2,6499,6.336101055145264,
2,6549,6.431816101074219,
2,6599,6.5070319175720215,
2,6649,6.482224941253662,
2,6699,6.505143165588379,
2,6749,6.434481143951416,
2,6799,6.534483909606934,
2,6849,6.351599216461182,
2,6899,6.361038684844971,
2,6949,6.438464641571045,
2,6999,6.526265621185303,
2,7049,6.389928340911865,
2,7099,6.44150447845459,
2,7149,6.316445350646973,
2,7199,6.169371128082275,
2,7249,6.3537468910217285,
2,7299,6.299259662628174,
2,7349,6.2790985107421875,
2,7399,6.371077537536621,
2,7449,6.113424301147461,
2,7499,5.463353157043457,
2,7549,4.862506866455078,
2,7599,5.601626396179199,
2,7649,3.938236713409424,
2,7699,3.3984735012054443,
2,7749,3.253793716430664,
2,7799,3.1211133003234863,
2,7849,3.1432392597198486,
2,7899,3.087196111679077,
2,7949,3.1771657466888428,
2,7999,2.9551591873168945,
2,8049,3.048957586288452,
2,8099,3.1010208129882812,
2,8149,3.146573305130005,
2,8199,3.0573925971984863,
2,8249,3.1669814586639404,
2,8299,3.1055173873901367,
2,8349,3.0985605716705322,
2,8399,2.9941186904907227,
2,8449,2.9955527782440186,
2,8499,3.0069730281829834,
2,8549,3.0319101810455322,
2,8599,3.1616644859313965,
2,8649,3.0698401927948,
2,8699,3.1590895652770996,
2,8732,,3.0494043827056885
3,8749,3.038802146911621,
3,8799,3.0243351459503174,
3,8849,3.1013338565826416,
3,8899,2.979322671890259,
3,8949,3.0511538982391357,
3,8999,3.0169837474823,
3,9049,3.03780460357666,
3,9099,3.071849822998047,
3,9149,3.0383970737457275,
3,9199,2.985118865966797,
3,9249,3.0691890716552734,
3,9299,2.903567314147949,
3,9349,2.91324520111084,
3,9399,3.156243085861206,
3,9449,3.0296030044555664,
3,9499,2.956873655319214,
3,9549,2.9739205837249756,
3,9599,3.0739636421203613,
3,9649,3.1274447441101074,
3,9699,2.923429489135742,
3,9749,2.9317281246185303,
3,9799,3.0020904541015625,
3,9849,3.16597843170166,
3,9899,3.0907766819000244,
3,9949,2.9362668991088867,
3,9999,2.993278741836548,
3,10049,3.0607893466949463,
3,10099,3.112536907196045,
3,10149,2.9092037677764893,
3,10199,2.9964404106140137,
3,10249,3.174347162246704,
3,10299,3.08052659034729,
3,10349,2.9616222381591797,
3,10399,2.9690237045288086,
3,10449,2.9353878498077393,
3,10499,3.0369529724121094,
3,10549,2.9566850662231445,
3,10599,3.0391581058502197,
3,10649,2.945774793624878,
3,10699,3.0308053493499756,
3,10749,2.9700305461883545,
3,10799,3.153090238571167,
3,10849,2.9951212406158447,
3,10899,2.9961695671081543,
3,10949,3.0575950145721436,
3,10999,2.973921060562134,
3,11049,3.110677480697632,
3,11099,2.988502025604248,
3,11149,3.1836767196655273,
3,11199,2.924656391143799,
3,11249,3.1240341663360596,
3,11299,3.012770175933838,
3,11349,3.084462881088257,
3,11399,3.0177135467529297,
3,11449,2.9921984672546387,
3,11499,2.9982497692108154,
3,11549,3.100592613220215,
3,11599,3.0589945316314697,
3,11643,,3.0211870670318604
4,11649,2.9730255603790283,
4,11699,2.9928550720214844,
4,11749,2.9824209213256836,
4,11799,3.0317766666412354,
4,11849,3.0377845764160156,
4,11899,2.9895925521850586,
4,11949,2.9033517837524414,
4,11999,3.0557076930999756,
4,12049,2.945826768875122,
4,12099,3.0481956005096436,
4,12149,3.0532617568969727,
4,12199,3.1255905628204346,
4,12249,3.0111398696899414,
4,12299,3.0140466690063477,
4,12349,3.091728925704956,
4,12399,3.020970106124878,
4,12449,2.885822296142578,
4,12499,3.0974538326263428,
4,12549,2.9778356552124023,
4,12599,3.1064822673797607,
4,12649,3.102560520172119,
4,12699,3.0639638900756836,
4,12749,3.2224090099334717,
4,12799,2.973398208618164,
4,12849,2.9652650356292725,
4,12899,3.130706787109375,
4,12949,2.9255928993225098,
4,12999,3.134006977081299,
4,13049,2.9088492393493652,
4,13099,2.981736421585083,
4,13149,2.894373893737793,
4,13199,2.955326795578003,
4,13249,3.005326986312866,
4,13299,3.0308501720428467,
4,13349,3.222966194152832,
4,13399,3.069225549697876,
4,13449,2.9544966220855713,
4,13499,2.9116389751434326,
4,13549,2.8928911685943604,
4,13599,3.1100575923919678,
4,13649,2.9336445331573486,
4,13699,3.0255932807922363,
4,13749,2.9821622371673584,
4,13799,2.9005918502807617,
4,13849,3.056856393814087,
4,13899,3.1162619590759277,
4,13949,3.1565237045288086,
4,13999,2.972548246383667,
4,14049,2.990229845046997,
4,14099,2.9066102504730225,
4,14149,3.028082847595215,
4,14199,3.006361961364746,
4,14249,3.048006057739258,
4,14299,2.903714179992676,
4,14349,3.0499162673950195,
4,14399,2.890336275100708,
4,14449,3.136204481124878,
4,14499,2.949669122695923,
4,14549,2.9768874645233154,
4,14554,,3.0135412216186523
5,14599,2.9611456394195557,
5,14649,2.942218542098999,
5,14699,3.1328985691070557,
5,14749,3.098421096801758,
5,14799,3.024210214614868,
5,14849,2.934842348098755,
5,14899,2.9884800910949707,
5,14949,3.195155143737793,
5,14999,3.004070997238159,
5,15049,2.9575672149658203,
5,15099,2.999338150024414,
5,15149,2.995246410369873,
5,15199,3.1187679767608643,
5,15249,3.0281620025634766,
5,15299,3.0298173427581787,
5,15349,3.113252878189087,
5,15399,3.0209102630615234,
5,15449,2.9570810794830322,
5,15499,2.9242987632751465,
5,15549,3.0693156719207764,
5,15599,3.0796432495117188,
5,15649,2.975778102874756,
5,15699,2.9940311908721924,
5,15749,3.0960488319396973,
5,15799,2.9441909790039062,
5,15849,2.972494125366211,
5,15899,3.0250308513641357,
5,15949,3.039572238922119,
5,15999,2.9197144508361816,
5,16049,3.1377549171447754,
5,16099,2.9631824493408203,
5,16149,2.9658870697021484,
5,16199,3.0567848682403564,
5,16249,2.9945614337921143,
5,16299,3.1015257835388184,
5,16349,2.9811649322509766,
5,16399,2.946049928665161,
5,16449,3.0273032188415527,
5,16499,2.8867688179016113,
5,16549,3.036935329437256,
5,16599,3.154940366744995,
5,16649,3.0552217960357666,
5,16699,3.006932020187378,
5,16749,3.022733449935913,
5,16799,2.9967525005340576,
5,16849,3.117422103881836,
5,16899,3.163712501525879,
5,16949,2.9970977306365967,
5,16999,3.100342035293579,
5,17049,3.129966974258423,
5,17099,3.044459819793701,
5,17149,2.9498515129089355,
5,17199,2.974318504333496,
5,17249,3.017188549041748,
5,17299,3.0093135833740234,
5,17349,3.2476587295532227,
5,17399,3.0668132305145264,
5,17449,3.198594808578491,
5,17465,,3.0122735500335693
6,17499,3.0408825874328613,
6,17549,3.016631603240967,
6,17599,2.968984603881836,
6,17649,2.9767098426818848,
6,17699,3.065124273300171,
6,17749,3.1167349815368652,
6,17799,3.103421926498413,
6,17849,3.0269768238067627,
6,17899,3.021449327468872,
6,17949,2.9462716579437256,
6,17999,3.057835817337036,
6,18049,2.9445884227752686,
6,18099,3.0711917877197266,
6,18149,2.904827833175659,
6,18199,2.9893791675567627,
6,18249,3.0400078296661377,
6,18299,3.054692506790161,
6,18349,3.0405433177948,
6,18399,3.1756179332733154,
6,18449,3.0192363262176514,
6,18499,2.980783224105835,
6,18549,3.1155622005462646,
6,18599,3.1334447860717773,
6,18649,3.0220446586608887,
6,18699,3.0269076824188232,
6,18749,3.002302646636963,
6,18799,2.9325287342071533,
6,18849,2.960573673248291,
6,18899,3.040224075317383,
6,18949,3.0153310298919678,
6,18999,3.016367197036743,
6,19049,3.062746047973633,
6,19099,2.9123780727386475,
6,19149,2.8976221084594727,
6,19199,3.011113166809082,
6,19249,3.095822334289551,
6,19299,3.1686763763427734,
6,19349,3.1465463638305664,
6,19399,3.1508190631866455,
6,19449,3.047152280807495,
6,19499,3.0937836170196533,
6,19549,3.0080151557922363,
6,19599,2.901613235473633,
6,19649,3.085867404937744,
6,19699,3.048196315765381,
6,19749,2.9469504356384277,
6,19799,3.066420793533325,
6,19849,3.0571846961975098,
6,19899,3.111072540283203,
6,19949,3.1306469440460205,
6,19999,2.846959114074707,
6,20049,2.873229503631592,
6,20099,2.9789822101593018,
6,20149,2.9575116634368896,
6,20199,2.980445623397827,
6,20249,3.155073404312134,
6,20299,3.067249059677124,
6,20349,3.045276641845703,
6,20376,,3.011477470397949
7,20399,3.1105291843414307,
7,20449,3.0591228008270264,
7,20499,3.024355173110962,
7,20549,3.01143217086792,
7,20599,2.9472808837890625,
7,20649,2.981804847717285,
7,20699,3.068965196609497,
7,20749,3.1070516109466553,
7,20799,2.88346004486084,
7,20849,3.045315980911255,
7,20899,2.869586944580078,
7,20949,2.9731531143188477,
7,20999,2.9133026599884033,
7,21049,2.989793300628662,
7,21099,3.117662191390991,
7,21149,2.98610258102417,
7,21199,3.0626230239868164,
7,21249,3.0369420051574707,
7,21299,3.01177978515625,
7,21349,3.1301515102386475,
7,21399,3.076212167739868,
7,21449,2.958671808242798,
7,21499,2.966409683227539,
7,21549,2.8361504077911377,
7,21599,2.9508559703826904,
7,21649,3.0290606021881104,
7,21699,3.08444881439209,
7,21749,2.979029417037964,
7,21799,3.0528552532196045,
7,21849,3.1899642944335938,
7,21899,2.976823568344116,
7,21949,2.866023302078247,
7,21999,3.0468571186065674,
7,22049,2.983856439590454,
7,22099,3.1403098106384277,
7,22149,2.948744297027588,
7,22199,2.9432740211486816,
7,22249,2.9797778129577637,
7,22299,3.088811159133911,
7,22349,3.122868537902832,
7,22399,2.98919939994812,
7,22449,2.974243402481079,
7,22499,3.0143229961395264,
7,22549,3.0612146854400635,
7,22599,3.0607926845550537,
7,22649,2.914780855178833,
7,22699,2.9253475666046143,
7,22749,3.0724036693573,
7,22799,3.013425827026367,
7,22849,3.0074269771575928,
7,22899,2.9563796520233154,
7,22949,2.9116106033325195,
7,22999,3.230328321456909,
7,23049,3.0276095867156982,
7,23099,3.022784948348999,
7,23149,3.116554021835327,
7,23199,3.0501325130462646,
7,23249,3.0072224140167236,
7,23287,,3.009451389312744
8,23299,3.094989061355591,
8,23349,2.9493637084960938,
8,23399,3.0022313594818115,
8,23449,2.919506072998047,
8,23499,2.9687297344207764,
8,23549,2.972090244293213,
8,23599,2.915090560913086,
8,23649,2.985410213470459,
8,23699,2.951631546020508,
8,23749,3.0701699256896973,
8,23799,3.081104278564453,
8,23849,2.9887583255767822,
8,23899,3.1128201484680176,
8,23949,2.9143450260162354,
8,23999,2.970991849899292,
8,24049,2.9709014892578125,
8,24099,3.032823085784912,
8,24149,2.950848340988159,
8,24199,2.9351351261138916,
8,24249,2.9859111309051514,
8,24299,2.994180917739868,
8,24349,3.00236177444458,
8,24399,3.235592842102051,
8,24449,2.9026997089385986,
8,24499,2.8934552669525146,
8,24549,2.9485726356506348,
8,24599,2.940406322479248,
8,24649,3.1108038425445557,
8,24699,3.090026617050171,
8,24749,3.004617691040039,
8,24799,3.0683724880218506,
8,24849,3.0013961791992188,
8,24899,2.9704244136810303,
8,24949,3.060227870941162,
8,24999,3.0418901443481445,
8,25049,3.0773534774780273,
8,25099,3.148437738418579,
8,25149,2.9939212799072266,
8,25199,2.995889663696289,
8,25249,2.983105182647705,
8,25299,2.9695193767547607,
8,25349,3.1961517333984375,
8,25399,3.034341335296631,
8,25449,3.1244430541992188,
8,25499,2.9752657413482666,
8,25549,3.061758279800415,
8,25599,2.891852378845215,
8,25649,2.9740288257598877,
8,25699,3.1048195362091064,
8,25749,2.9849131107330322,
8,25799,3.1288368701934814,
8,25849,3.089160680770874,
8,25899,2.854902505874634,
8,25949,3.068359613418579,
8,25999,2.9626567363739014,
8,26049,3.0342767238616943,
8,26099,3.1096787452697754,
8,26149,3.0624003410339355,
8,26198,,3.0098049640655518
9,26199,3.0134406089782715,
9,26249,3.057185411453247,
9,26299,2.999783754348755,
9,26349,2.980954647064209,
9,26399,2.9217872619628906,
9,26449,2.9641613960266113,
9,26499,3.129377603530884,
9,26549,2.865278720855713,
9,26599,3.0533809661865234,
9,26649,3.1417737007141113,
9,26699,3.0849130153656006,
9,26749,3.02709698677063,
9,26799,3.0578176975250244,
9,26849,3.007333278656006,
9,26899,3.0361061096191406,
9,26949,3.0169756412506104,
9,26999,3.1695303916931152,
9,27049,2.855649948120117,
9,27099,3.12103533744812,
9,27149,3.137059450149536,
9,27199,2.8644886016845703,
9,27249,2.9118854999542236,
9,27299,2.971547842025757,
9,27349,3.052341938018799,
9,27399,2.9724769592285156,
9,27449,3.0592575073242188,
9,27499,3.100184679031372,
9,27549,2.979177474975586,
9,27599,3.0310680866241455,
9,27649,3.016385078430176,
9,27699,2.9954042434692383,
9,27749,3.0034806728363037,
9,27799,3.099109649658203,
9,27849,2.94881272315979,
9,27899,2.931607723236084,
9,27949,3.0331506729125977,
9,27999,3.033142566680908,
9,28049,3.032113552093506,
9,28099,2.9887351989746094,
9,28149,3.036931037902832,
9,28199,3.033250331878662,
9,28249,2.9795291423797607,
9,28299,3.1029844284057617,
9,28349,2.9029154777526855,
9,28399,2.959015369415283,
9,28449,3.060441017150879,
9,28499,3.0354673862457275,
9,28549,3.006011724472046,
9,28599,3.0248327255249023,
9,28649,3.057743787765503,
9,28699,2.951190948486328,
9,28749,3.027648448944092,
9,28799,3.1678643226623535,
9,28849,3.0016427040100098,
9,28899,2.9963765144348145,
9,28949,3.0730836391448975,
9,28999,3.0624639987945557,
9,29049,3.015561103820801,
9,29099,3.0523316860198975,
9,29109,,3.0068724155426025
