epoch,loss_disc,loss_gen,step
0,152.19554138183594,13.35344123840332,49
0,137.7877655029297,12.671674728393555,99
0,181.40065002441406,13.597664833068848,149
0,168.10931396484375,13.531888961791992,199
0,156.53411865234375,14.380985260009766,249
0,17.48238182067871,12.260758399963379,299
0,17.05945587158203,12.277141571044922,349
0,21.56169319152832,11.852787017822266,399
0,26.002656936645508,11.993148803710938,449
0,39.916866302490234,11.34666919708252,499
0,46.21675491333008,11.770817756652832,549
0,43.878292083740234,12.737079620361328,599
0,46.77430725097656,11.98145866394043,649
0,38.41218185424805,11.92495346069336,699
