epoch,loss_disc,loss_gen,step
0,15.887871742248535,10.36091136932373,49
0,16.492992401123047,10.41976261138916,99
0,11.897015571594238,8.268582344055176,149
0,14.725536346435547,9.164613723754883,199
0,14.213744163513184,8.794498443603516,249
0,9.708122253417969,8.0608491897583,299
0,16.564172744750977,7.555963516235352,349
0,17.811134338378906,7.987168312072754,399
0,9.754305839538574,7.0322651863098145,449
0,19.7396240234375,9.056513786315918,499
0,17.38288688659668,6.434811592102051,549
0,9.449996948242188,7.580384254455566,599
0,12.014400482177734,7.41541051864624,649
0,9.003779411315918,8.107649803161621,699
0,9.946141242980957,7.177731037139893,749
0,15.869302749633789,6.271101951599121,799
0,10.176849365234375,5.134737491607666,849
0,8.494180679321289,7.100029945373535,899
0,11.694507598876953,5.372730731964111,949
0,16.466594696044922,7.314157009124756,999
0,9.817754745483398,5.260008811950684,1049
0,8.957212448120117,6.662655353546143,1099
0,8.753350257873535,6.880642890930176,1149
0,11.14804744720459,7.8578877449035645,1199
0,8.697580337524414,7.57099723815918,1249
0,15.097289085388184,7.215082168579102,1299
0,9.236282348632812,7.675759792327881,1349
0,8.716338157653809,7.243288040161133,1399
0,8.641807556152344,6.32857084274292,1449
0,11.798891067504883,8.506767272949219,1499
0,13.30893325805664,7.254384994506836,1549
0,14.222780227661133,8.334086418151855,1599
0,9.187447547912598,6.186710834503174,1649
0,11.004568099975586,6.23364782333374,1699
0,9.060834884643555,7.626598834991455,1749
0,9.130704879760742,7.712876319885254,1799
0,9.240199089050293,7.264903545379639,1849
0,12.762890815734863,6.533133029937744,1899
0,9.163261413574219,7.628872394561768,1949
0,11.736067771911621,6.762444496154785,1999
0,8.537524223327637,6.293066501617432,2049
0,10.084402084350586,5.653949737548828,2099
0,13.207533836364746,6.687386989593506,2149
0,9.270520210266113,8.765806198120117,2199
0,11.288569450378418,8.171762466430664,2249
0,9.410693168640137,5.848592281341553,2299
0,20.109405517578125,10.220760345458984,2349
0,10.379623413085938,6.9429216384887695,2399
0,13.191177368164062,6.017971992492676,2449
0,12.227713584899902,7.414538383483887,2499
0,13.604248046875,6.584477424621582,2549
0,12.869516372680664,5.9282097816467285,2599
0,9.822547912597656,6.6610636711120605,2649
0,12.749955177307129,4.2983222007751465,2699
0,14.140732765197754,8.12444019317627,2749
0,16.681087493896484,4.300446510314941,2799
0,9.025399208068848,7.0760698318481445,2849
0,9.019585609436035,8.064587593078613,2899
0,11.768915176391602,7.737645626068115,2949
0,9.31795883178711,6.996883392333984,2999
0,9.290727615356445,6.518086910247803,3049
0,7.975434303283691,7.145166397094727,3099
0,12.297019004821777,6.749719619750977,3149
0,10.729321479797363,6.561151027679443,3199
0,8.046126365661621,6.363643169403076,3249
0,9.460869789123535,5.624392986297607,3299
0,16.67570686340332,7.107357978820801,3349
0,8.64598274230957,7.089751243591309,3399
0,16.208023071289062,6.8031439781188965,3449
0,13.80295467376709,7.668817520141602,3499
0,9.112584114074707,7.68208122253418,3549
0,12.133707046508789,6.385697364807129,3599
0,9.308223724365234,5.409147262573242,3649
0,14.265619277954102,3.5165793895721436,3699
0,9.104923248291016,5.884735584259033,3749
0,10.891717910766602,6.504321575164795,3799
0,7.521772384643555,5.583603382110596,3849
0,16.29001808166504,6.932094097137451,3899
0,8.57381534576416,6.529582977294922,3949
0,8.861966133117676,5.912868976593018,3999
0,11.886309623718262,6.34515905380249,4049
0,7.526639938354492,5.360139846801758,4099
0,12.149036407470703,6.1948981285095215,4149
0,10.469429969787598,4.310540676116943,4199
0,8.928363800048828,5.871555328369141,4249
0,9.041460990905762,5.971236228942871,4299
0,14.577174186706543,3.7592499256134033,4349
0,9.10850715637207,6.798867225646973,4399
0,7.5455241203308105,4.220221519470215,4449
0,6.751628398895264,4.647922039031982,4499
0,10.113666534423828,5.893239498138428,4549
0,7.921667575836182,6.291683673858643,4599
0,12.286575317382812,6.0121564865112305,4649
0,14.568116188049316,5.5562567710876465,4699
0,7.560681343078613,6.454184532165527,4749
0,8.654528617858887,6.735429286956787,4799
0,9.282015800476074,5.935684680938721,4849
0,8.390423774719238,5.516066551208496,4899
0,11.045276641845703,3.373577356338501,4949
0,9.449509620666504,8.040753364562988,4999
0,10.49020004272461,4.968959808349609,5049
0,10.348419189453125,6.481070041656494,5099
0,6.7797532081604,4.33719539642334,5149
0,10.35963249206543,3.413447856903076,5199
0,8.242254257202148,5.236063480377197,5249
0,12.663559913635254,4.411586284637451,5299
0,7.843837261199951,5.222363471984863,5349
0,13.09368896484375,6.864574432373047,5399
0,9.865726470947266,5.815237045288086,5449
0,8.0205659866333,5.526430606842041,5499
0,12.596705436706543,5.955018520355225,5549
0,8.40163803100586,5.196088790893555,5599
0,12.174588203430176,5.918725490570068,5649
0,20.591867446899414,5.59612512588501,5699
0,11.620755195617676,6.36984920501709,5749
0,10.94614315032959,3.9637887477874756,5799
0,8.046889305114746,6.028794288635254,5849
0,8.067670822143555,5.641212463378906,5899
0,8.712470054626465,7.027386665344238,5949
0,16.946887969970703,6.732676982879639,5999
0,8.169925689697266,6.620816707611084,6049
0,16.87395668029785,6.871212005615234,6099
0,11.461067199707031,5.608994483947754,6149
0,16.262331008911133,5.316059112548828,6199
0,7.529702663421631,4.413014888763428,6249
0,8.400285720825195,4.808864116668701,6299
0,14.166155815124512,6.618316173553467,6349
0,11.981135368347168,4.197319030761719,6399
0,9.35257625579834,3.8035714626312256,6449
0,9.19355297088623,6.778921604156494,6499
0,8.231429100036621,5.64001989364624,6549
0,11.726561546325684,5.102604389190674,6599
0,7.747317314147949,4.5467963218688965,6649
0,14.794157028198242,5.948298454284668,6699
0,12.310888290405273,6.141552925109863,6749
0,12.05859661102295,4.127658367156982,6799
0,8.426033973693848,5.742415904998779,6849
0,11.54944896697998,6.474047660827637,6899
0,9.285842895507812,4.846851825714111,6949
0,13.105459213256836,4.334616184234619,6999
0,8.242897033691406,5.850332736968994,7049
0,6.623412132263184,4.42579984664917,7099
0,12.998290061950684,6.186233043670654,7149
0,9.21912956237793,6.331253528594971,7199
0,7.57883358001709,5.389385223388672,7249
0,16.116558074951172,4.899415969848633,7299
0,8.105061531066895,4.582340240478516,7349
0,9.463788032531738,6.958648681640625,7399
0,7.035223960876465,3.9209697246551514,7449
0,11.228965759277344,6.5799665451049805,7499
0,13.831014633178711,3.6882810592651367,7549
