epoch,loss,step
0,15.682692527770996,0
0,8.551137924194336,1
0,7.555937767028809,2
0,7.455625057220459,3
0,7.129726409912109,4
0,7.160350799560547,5
0,6.797738075256348,6
0,7.128793716430664,7
0,6.819028377532959,8
0,6.797658443450928,9
0,6.811137676239014,10
0,6.7826828956604,11
0,6.823452949523926,12
0,6.84176778793335,13
0,6.894855499267578,14
0,6.48508882522583,15
0,6.7882609367370605,16
0,6.628194332122803,17
0,6.7553911209106445,18
0,6.67580509185791,19
0,7.110650539398193,20
0,6.800178050994873,21
0,6.935435771942139,22
0,6.458609580993652,23
0,6.87015962600708,24
0,6.890101909637451,25
0,6.745379447937012,26
0,6.810041427612305,27
0,6.745098114013672,28
0,6.699470520019531,29
0,7.0286946296691895,30
0,6.472756385803223,31
0,6.713240623474121,32
0,6.688340187072754,33
0,6.896468639373779,34
0,6.746386528015137,35
0,6.533082962036133,36
0,6.714150428771973,37
0,6.767165184020996,38
0,6.520264625549316,39
0,6.609619617462158,40
0,6.671873569488525,41
0,6.652393817901611,42
0,6.735228538513184,43
0,6.610509872436523,44
0,6.510453701019287,45
0,6.703954219818115,46
0,6.550351619720459,47
0,6.776960849761963,48
0,6.790207862854004,49
0,6.511295318603516,50
0,6.7660112380981445,51
0,6.684516429901123,52
0,6.609936237335205,53
0,6.69198751449585,54
0,6.613588333129883,55
0,6.725605487823486,56
0,6.510825157165527,57
0,6.612839221954346,58
0,6.603442192077637,59
0,6.511144161224365,60
0,6.523789882659912,61
0,6.626611232757568,62
0,6.806609153747559,63
0,6.850033283233643,64
0,6.626494407653809,65
0,6.59254264831543,66
0,6.528431415557861,67
0,6.713785648345947,68
0,6.339768409729004,69
0,6.4794487953186035,70
0,6.571164131164551,71
0,7.0304951667785645,72
0,6.871093273162842,73
0,6.6964898109436035,74
0,7.015727519989014,75
0,6.853549003601074,76
0,6.615900993347168,77
0,6.433286190032959,78
0,6.678008556365967,79
0,6.653897762298584,80
0,6.804393768310547,81
0,6.834339141845703,82
0,6.665411949157715,83
0,6.676735877990723,84
0,6.374344348907471,85
0,6.62514066696167,86
0,6.401355266571045,87
0,6.5124616622924805,88
0,6.6874003410339355,89
0,6.619195461273193,90
0,6.536538600921631,91
0,6.757688522338867,92
0,6.4071269035339355,93
0,6.431509494781494,94
0,6.967182636260986,95
0,6.67202091217041,96
0,6.60329008102417,97
0,6.656593322753906,98
0,6.466063976287842,99
0,6.561040878295898,100
0,6.241765975952148,101
0,6.678422451019287,102
0,6.350272178649902,103
0,6.471678256988525,104
0,6.43812894821167,105
0,6.611879825592041,106
0,6.5962042808532715,107
0,6.648536682128906,108
0,6.823808670043945,109
0,6.645079612731934,110
0,6.655973434448242,111
0,6.518239498138428,112
0,6.528552055358887,113
0,6.553186416625977,114
0,6.789663314819336,115
0,6.6374897956848145,116
0,6.665554046630859,117
0,6.366824150085449,118
0,6.380875587463379,119
0,6.539605140686035,120
0,6.738105773925781,121
0,6.943313121795654,122
0,6.575210094451904,123
0,6.398625373840332,124
0,6.342227935791016,125
0,6.7949538230896,126
0,6.3629021644592285,127
0,6.812096118927002,128
0,6.7479987144470215,129
0,6.508131980895996,130
0,6.724643707275391,131
0,6.3681535720825195,132
0,6.667510509490967,133
0,6.558905124664307,134
0,6.521996021270752,135
0,6.444555759429932,136
0,6.473050594329834,137
0,6.536998271942139,138
0,6.479998588562012,139
0,6.761626243591309,140
0,6.439617156982422,141
0,6.712885856628418,142
0,6.27156925201416,143
0,6.514328956604004,144
0,6.618275165557861,145
0,6.69775390625,146
0,6.987655162811279,147
0,6.3293538093566895,148
0,6.514106273651123,149
0,6.601231575012207,150
0,6.585711479187012,151
0,6.638956069946289,152
0,6.698685646057129,153
0,6.508947849273682,154
0,6.82450532913208,155
0,6.433192729949951,156
0,6.566422462463379,157
0,6.615013122558594,158
0,6.584402084350586,159
0,6.443917751312256,160
0,6.5346360206604,161
0,6.561059951782227,162
0,6.5580010414123535,163
0,6.442526340484619,164
0,6.717422008514404,165
0,6.53633451461792,166
0,6.421304225921631,167
0,6.694174289703369,168
0,6.548800468444824,169
0,6.602713584899902,170
0,6.443400859832764,171
0,6.452774524688721,172
0,6.628465175628662,173
0,6.592593669891357,174
0,6.603939056396484,175
0,6.739938735961914,176
0,6.551741600036621,177
0,6.533851623535156,178
0,6.5657734870910645,179
0,6.868467807769775,180
0,6.5630388259887695,181
0,6.5964884757995605,182
0,6.575540542602539,183
0,6.824869155883789,184
0,6.488478660583496,185
0,6.812628746032715,186
0,6.851221084594727,187
0,6.903530120849609,188
0,6.319067478179932,189
0,6.639693737030029,190
0,6.64213228225708,191
0,6.691591739654541,192
0,6.376972675323486,193
0,6.305400371551514,194
0,6.345109462738037,195
0,6.667735576629639,196
0,6.431047439575195,197
0,6.528448104858398,198
0,6.849954128265381,199
0,6.628520488739014,200
0,6.612469673156738,201
0,6.657203197479248,202
0,6.593427658081055,203
0,6.624658107757568,204
0,6.828718185424805,205
0,6.746864318847656,206
0,6.671461582183838,207
0,6.717116355895996,208
0,6.332885265350342,209
0,6.716425895690918,210
0,6.482269287109375,211
0,6.775374889373779,212
0,6.720823287963867,213
0,6.652078151702881,214
0,6.450915813446045,215
0,6.621272563934326,216
0,6.630696773529053,217
0,6.427662372589111,218
0,6.428404808044434,219
0,6.434171676635742,220
0,6.820012092590332,221
0,6.807201862335205,222
0,6.6977643966674805,223
0,6.661949157714844,224
0,6.864191055297852,225
0,6.742311477661133,226
0,6.505359649658203,227
0,6.313120365142822,228
0,6.414720058441162,229
0,6.471663475036621,230
0,6.349823951721191,231
0,6.461174011230469,232
0,6.626830577850342,233
0,6.443356990814209,234
0,6.637688159942627,235
0,6.7595086097717285,236
0,6.589275360107422,237
0,6.6785407066345215,238
0,6.5289530754089355,239
0,6.554323196411133,240
0,6.3719282150268555,241
0,6.51522970199585,242
0,6.39345121383667,243
0,6.648880481719971,244
0,6.780711650848389,245
0,6.481492519378662,246
0,6.772928237915039,247
0,6.431506633758545,248
0,6.766265869140625,249
0,6.538942337036133,250
0,6.558943271636963,251
0,6.65836763381958,252
0,6.4903178215026855,253
0,6.442324638366699,254
0,6.5063886642456055,255
0,6.523252010345459,256
0,6.432393550872803,257
0,6.852536678314209,258
0,6.616094589233398,259
0,6.869416236877441,260
0,6.546462059020996,261
0,6.211772918701172,262
0,6.752115249633789,263
0,6.551706790924072,264
0,6.433490753173828,265
0,6.5003180503845215,266
0,6.3510565757751465,267
0,6.576221466064453,268
0,6.557641983032227,269
0,6.4795756340026855,270
0,6.470860958099365,271
0,6.542421340942383,272
0,6.3721232414245605,273
0,6.575628757476807,274
0,6.517152786254883,275
0,6.382342338562012,276
0,6.566364288330078,277
0,6.599848747253418,278
0,6.700755596160889,279
0,6.609233856201172,280
0,6.621853828430176,281
0,6.586553573608398,282
0,6.51149320602417,283
0,6.528444290161133,284
0,6.627026081085205,285
0,6.322669982910156,286
0,6.596657752990723,287
0,6.649172782897949,288
0,6.542551040649414,289
0,6.509706020355225,290
0,6.641449451446533,291
0,6.884939193725586,292
0,6.720756530761719,293
0,6.575515270233154,294
0,6.349254608154297,295
0,6.474441051483154,296
0,6.633162498474121,297
0,6.713436603546143,298
0,6.583960056304932,299
0,6.600761890411377,300
0,6.419569492340088,301
0,6.680175304412842,302
0,6.560514450073242,303
0,6.580806255340576,304
0,6.621410369873047,305
0,6.525257110595703,306
0,6.663980960845947,307
0,6.577707290649414,308
0,6.5365071296691895,309
0,6.711252212524414,310
0,6.441528797149658,311
0,6.546232223510742,312
0,6.579624176025391,313
0,6.452941417694092,314
0,6.555624485015869,315
0,6.491008758544922,316
0,6.6601786613464355,317
0,6.3378143310546875,318
0,6.4344706535339355,319
0,6.644498825073242,320
0,6.341639518737793,321
0,6.709714889526367,322
0,6.674462795257568,323
0,6.611502170562744,324
0,6.390787124633789,325
0,6.48421049118042,326
0,6.501521587371826,327
0,6.544458866119385,328
0,6.666623592376709,329
0,6.731522560119629,330
0,6.737111568450928,331
0,6.477642059326172,332
0,6.6100993156433105,333
0,6.492827415466309,334
0,6.56980562210083,335
0,6.477989196777344,336
0,6.479438781738281,337
0,6.8511810302734375,338
0,6.828749656677246,339
0,6.438632011413574,340
0,6.532362937927246,341
0,6.3289971351623535,342
0,6.504513740539551,343
0,6.718459129333496,344
0,6.412853717803955,345
0,6.699828624725342,346
0,6.519979000091553,347
0,6.290004730224609,348
0,6.820459365844727,349
0,6.464694023132324,350
0,6.552079677581787,351
0,6.647269248962402,352
0,6.579113006591797,353
0,6.461085796356201,354
0,6.576080799102783,355
0,6.480213165283203,356
0,6.786911487579346,357
0,6.457385063171387,358
0,6.636269569396973,359
0,6.601737976074219,360
0,6.37022590637207,361
0,6.664572238922119,362
0,6.285824775695801,363
0,6.775390625,364
0,6.521067142486572,365
0,6.288237571716309,366
0,6.704257488250732,367
0,6.2795491218566895,368
0,6.359329700469971,369
0,6.6154561042785645,370
0,6.640394687652588,371
0,6.3786301612854,372
0,6.636603832244873,373
0,6.711371421813965,374
0,6.399090766906738,375
0,6.775268077850342,376
0,6.396186351776123,377
0,6.5446929931640625,378
0,6.541970729827881,379
0,6.380713939666748,380
0,6.771677017211914,381
0,6.802004337310791,382
0,6.425511360168457,383
0,6.372642993927002,384
0,6.423836708068848,385
0,6.571355819702148,386
0,6.524504661560059,387
0,6.571284294128418,388
0,6.417850494384766,389
0,6.567875862121582,390
0,6.398443222045898,391
0,6.546212196350098,392
0,6.467655181884766,393
0,6.321400165557861,394
0,6.591244220733643,395
0,6.561450958251953,396
0,6.425511837005615,397
0,6.846443176269531,398
0,6.563516139984131,399
0,6.631738185882568,400
0,6.337186336517334,401
0,6.755876064300537,402
0,6.5815348625183105,403
0,6.741107940673828,404
0,6.44547176361084,405
