epoch,loss,step
0,1.0639076232910156,49
0,1.0212410688400269,99
0,1.0570496320724487,149
1,1.10605788230896,199
1,1.070078730583191,249
1,0.971469521522522,299
1,1.0783600807189941,349
2,1.0307142734527588,399
2,1.0902538299560547,449
2,1.0146205425262451,499
3,1.0844619274139404,549
3,1.0550906658172607,599
3,1.0408973693847656,649
3,1.0537307262420654,699
4,1.046467661857605,749
4,1.0619968175888062,799
4,0.9717593193054199,849
4,1.0605533123016357,899
5,1.0590174198150635,949
5,0.9095072746276855,999
5,1.076636791229248,1049
6,1.030507206916809,1099
6,1.0038535594940186,1149
6,0.9579637050628662,1199
6,0.8623805046081543,1249
7,0.8995699882507324,1299
7,1.022080898284912,1349
7,1.0466824769973755,1399
8,0.9105396270751953,1449
8,0.928873598575592,1499
8,0.9826744794845581,1549
8,0.9379546046257019,1599
9,0.9749712944030762,1649
9,0.9718654751777649,1699
9,1.024256944656372,1749
9,0.9716540575027466,1799
10,0.9690357446670532,1849
10,0.8526368737220764,1899
10,0.8528959155082703,1949
11,0.9793457388877869,1999
11,0.8726625442504883,2049
11,0.878338098526001,2099
11,0.8836731314659119,2149
12,0.9101853370666504,2199
12,0.9080672860145569,2249
12,0.8794025182723999,2299
12,0.8448551297187805,2349
13,0.9149610996246338,2399
13,1.0694704055786133,2449
13,0.9232334494590759,2499
14,1.0137887001037598,2549
14,0.9251489639282227,2599
14,0.9506200551986694,2649
14,0.9970524311065674,2699
15,0.7971327304840088,2749
15,0.9593150019645691,2799
15,1.0209836959838867,2849
16,0.9366134405136108,2899
16,1.0029767751693726,2949
16,0.9313896894454956,2999
16,0.9224367141723633,3049
17,0.8857632875442505,3099
17,0.9168845415115356,3149
17,0.8257045149803162,3199
17,0.9319276809692383,3249
18,0.9388545751571655,3299
18,0.853413462638855,3349
18,0.9104380011558533,3399
19,0.8936938643455505,3449
19,0.9295281767845154,3499
19,0.9749703407287598,3549
19,0.9480891823768616,3599
20,0.8698747158050537,3649
20,0.9904432892799377,3699
20,0.8839684724807739,3749
20,0.939022421836853,3799
21,0.9060102701187134,3849
21,0.9170662760734558,3899
21,0.8448106050491333,3949
22,0.9302840232849121,3999
22,0.9612524509429932,4049
22,0.8676900863647461,4099
22,0.8460278511047363,4149
23,0.8871739506721497,4199
23,0.799621045589447,4249
23,0.8314938545227051,4299
24,0.8529861569404602,4349
24,0.9672868251800537,4399
24,0.8642935156822205,4449
24,0.8849461078643799,4499
25,0.9236103892326355,4549
25,0.849575400352478,4599
25,0.93683922290802,4649
25,0.8659765720367432,4699
26,0.7803575992584229,4749
26,0.930194616317749,4799
26,0.8857394456863403,4849
27,0.8303996920585632,4899
27,0.8382320404052734,4949
27,0.7964577674865723,4999
27,0.8997988104820251,5049
28,0.878371000289917,5099
28,0.8729337453842163,5149
28,0.7930353879928589,5199
29,0.8963313102722168,5249
29,0.8419424295425415,5299
29,0.934358537197113,5349
29,0.9768520593643188,5399
30,0.910812258720398,5449
30,0.913699746131897,5499
30,0.780205249786377,5549
30,0.8099014759063721,5599
31,0.9551897048950195,5649
31,0.7951209545135498,5699
31,0.9079107046127319,5749
32,0.9153467416763306,5799
32,0.8179119825363159,5849
32,0.8155045509338379,5899
32,0.9101424217224121,5949
33,0.851780354976654,5999
33,0.8718365430831909,6049
33,0.9101684093475342,6099
33,0.9120347499847412,6149
34,0.9193575382232666,6199
34,0.9133642911911011,6249
34,0.8537878394126892,6299
35,0.9056671857833862,6349
35,0.9342917799949646,6399
35,0.8746970891952515,6449
35,0.8462445735931396,6499
36,0.9040715098381042,6549
36,0.8885855674743652,6599
36,0.912164568901062,6649
37,0.9114043712615967,6699
37,0.9109606742858887,6749
37,0.9520658850669861,6799
37,0.8952380418777466,6849
38,0.8709248304367065,6899
38,0.8606817722320557,6949
38,0.8805979490280151,6999
38,0.7333068251609802,7049
39,0.9505066871643066,7099
39,0.9667178988456726,7149
39,0.9320608377456665,7199
40,0.887450635433197,7249
40,0.85950767993927,7299
40,0.8684695959091187,7349
40,0.9275206923484802,7399
41,0.9023920297622681,7449
41,0.8358162641525269,7499
41,0.8546309471130371,7549
41,0.8278998136520386,7599
42,0.9067433476448059,7649
42,0.8162973523139954,7699
42,0.8648416996002197,7749
43,0.8244925737380981,7799
43,0.8378989696502686,7849
43,1.0198822021484375,7899
43,0.8639670610427856,7949
44,0.8527473211288452,7999
44,0.8676097393035889,8049
44,0.9687392711639404,8099
45,0.7266608476638794,8149
45,0.8826470375061035,8199
45,0.833115816116333,8249
45,0.9027626514434814,8299
46,0.9332848787307739,8349
46,0.9348772764205933,8399
46,0.9697830677032471,8449
46,0.8960219621658325,8499
47,0.8093252778053284,8549
47,0.9247431755065918,8599
47,0.8689368963241577,8649
48,0.8810722827911377,8699
48,0.946476936340332,8749
48,0.8665884733200073,8799
48,0.9173945188522339,8849
49,0.8898542523384094,8899
49,0.8399758338928223,8949
49,0.8527684807777405,8999
49,0.8647265434265137,9049
50,0.8823635578155518,9099
50,0.9575814008712769,9149
50,0.9393806457519531,9199
51,0.8025332689285278,9249
51,0.8780637383460999,9299
51,0.8625603914260864,9349
51,0.8997212052345276,9399
52,0.8868719339370728,9449
52,0.9071698188781738,9499
52,0.849532425403595,9549
53,0.8484324216842651,9599
53,0.9223350286483765,9649
53,0.926292896270752,9699
53,0.8450971841812134,9749
54,0.8870720267295837,9799
54,0.765252947807312,9849
54,0.6959677338600159,9899
54,0.8077589273452759,9949
55,0.8475289344787598,9999
55,0.811311662197113,10049
55,0.8068936467170715,10099
56,0.8508073687553406,10149
56,0.7886416912078857,10199
56,0.7899079918861389,10249
56,0.8614957332611084,10299
57,0.8009330034255981,10349
57,0.8342658281326294,10399
57,0.8276622891426086,10449
58,0.8643492460250854,10499
58,0.8127756118774414,10549
58,0.8880925178527832,10599
58,0.8739663362503052,10649
59,0.8223763108253479,10699
59,0.9176967144012451,10749
59,0.8370593190193176,10799
59,0.8146698474884033,10849
60,0.7998819351196289,10899
60,0.9590141177177429,10949
60,0.8083651065826416,10999
61,0.8248751163482666,11049
61,0.7470332980155945,11099
61,0.8390132188796997,11149
61,0.8417931199073792,11199
62,0.7799112796783447,11249
62,0.8066676259040833,11299
62,0.8277643918991089,11349
62,0.8452224731445312,11399
63,0.8635522127151489,11449
63,0.8685318827629089,11499
63,0.8823329210281372,11549
64,0.8415145874023438,11599
64,0.8208336234092712,11649
64,0.8599390983581543,11699
64,0.8380850553512573,11749
65,0.7552385926246643,11799
65,0.8818961977958679,11849
65,0.8024126291275024,11899
66,0.864363431930542,11949
66,0.8406829237937927,11999
66,0.7614902257919312,12049
66,0.777306318283081,12099
67,0.8637638092041016,12149
67,0.8585581183433533,12199
67,0.874545693397522,12249
67,0.7873293161392212,12299
68,0.9407292604446411,12349
68,0.7819610834121704,12399
68,0.8421619534492493,12449
69,0.8910483121871948,12499
69,0.8085709810256958,12549
69,0.834038496017456,12599
69,0.7220834493637085,12649
70,0.8264803290367126,12699
70,0.8828427195549011,12749
70,0.8121547102928162,12799
70,0.7654123306274414,12849
71,0.7865380048751831,12899
71,0.9090455770492554,12949
71,0.8056226968765259,12999
72,0.8189228177070618,13049
72,0.9581579566001892,13099
72,0.844107985496521,13149
72,0.8474912047386169,13199
73,0.8696115612983704,13249
73,0.8131582736968994,13299
73,0.8261127471923828,13349
74,0.8782441020011902,13399
74,0.7608767747879028,13449
74,0.7912381887435913,13499
74,0.8901609182357788,13549
75,0.765958309173584,13599
75,0.87163245677948,13649
75,0.7492846250534058,13699
75,0.8215007185935974,13749
76,0.7135566473007202,13799
76,0.821406364440918,13849
76,0.7094279527664185,13899
77,0.8694530725479126,13949
77,0.8399994373321533,13999
77,0.7982049584388733,14049
77,0.8328142166137695,14099
78,0.8905574083328247,14149
78,0.8169637322425842,14199
78,0.8733857870101929,14249
79,0.8270028829574585,14299
79,0.8533678650856018,14349
79,0.8736205101013184,14399
79,0.8103527426719666,14449
